Accession,Species,Genus,Family,Length,Country
KJ627313,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15102,Peru
KJ627303,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,14973,Peru
KJ627266,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15104,Peru
MG711714,Hepatitis delta virus,Deltavirus,,1646,Cameroon
KF371745,Rotavirus A,Rotavirus,Reoviridae,1356,China
KF371735,Rotavirus A,Rotavirus,Reoviridae,1062,China
KF371732,Rotavirus A,Rotavirus,Reoviridae,2591,China
KF371718,Rotavirus A,Rotavirus,Reoviridae,664,China
KJ194499,Human papillomavirus,,Papillomaviridae,7705,Netherlands
KF371687,Rotavirus A,Rotavirus,Reoviridae,664,China
KF371742,Rotavirus A,Rotavirus,Reoviridae,2729,China
KF371744,Rotavirus A,Rotavirus,Reoviridae,2359,China
KJ019832,Enterovirus C,Enterovirus,Picornaviridae,7443,Israel
KJ194508,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3248,Netherlands
MG711726,Hepatitis delta virus,Deltavirus,,1680,Cameroon
KF371734,Rotavirus A,Rotavirus,Reoviridae,1356,China
KF371708,Rotavirus A,Rotavirus,Reoviridae,3302,China
KF371709,Rotavirus A,Rotavirus,Reoviridae,2729,China
KF371690,Rotavirus A,Rotavirus,Reoviridae,2591,China
KF371664,Rotavirus A,Rotavirus,Reoviridae,1074,China
MG711721,Hepatitis delta virus,Deltavirus,,1652,Cameroon
MG711713,Hepatitis delta virus,Deltavirus,,1655,Cameroon
JN040829,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,Iran
MH827550,Dengue virus,Flavivirus,Flaviviridae,10724,China
KX639498,Human respirovirus 1,Respirovirus,Paramyxoviridae,15580,USA
KX034811,Human polyomavirus 4,Betapolyomavirus,Polyomaviridae,5229,China
AY509259,Human immunodeficiency virus 2,Lentivirus,Retroviridae,9713,Gambia
AY455782,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9002,Brazil
AY455781,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8864,Brazil
AY455784,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8898,Brazil
KY057373,Dengue virus,Flavivirus,Flaviviridae,10735,Indonesia
JX439817,Norwalk virus,Norovirus,Caliciviridae,7538,South Korea
KX034817,Human polyomavirus 4,Betapolyomavirus,Polyomaviridae,5228,China
KX034819,Human polyomavirus 4,Betapolyomavirus,Polyomaviridae,5228,China
AY331283,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8796,USA
AY612637,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9655,Portugal
MG711803,Hepatitis delta virus,Deltavirus,,1680,Cameroon
KY057371,Dengue virus,Flavivirus,Flaviviridae,10735,Indonesia
AY535660,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9229,Estonia
AY463217,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9071,South Africa
AY463218,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9066,South Africa
AY455785,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8898,Brazil
KF849722,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3212,Angola
KJ004553,Enterovirus A,Enterovirus,Picornaviridae,7405,China
KF849723,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3212,Angola
AY588970,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8693,Cuba
AY560110,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8908,USA
DQ351230,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9111,South Africa
JQ173149,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1523,Finland
JQ173146,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2303,Finland
DQ351229,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9037,South Africa
HQ647177,Enterovirus A,Enterovirus,Picornaviridae,7419,Canada
KF878966,Enterovirus B,Enterovirus,Picornaviridae,7127,Australia
EU293444,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9666,South Africa
EU293449,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9703,South Africa
HQ537767,Alphapapillomavirus 9,Alphapapillomavirus,Papillomaviridae,7814,
JF429402,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1701,France
EU541617,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9263,USA
KC875341,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,2997,India
MH321825,Norwalk virus,Norovirus,Caliciviridae,7536,China
AY331288,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8767,USA
KF774436,Sosuga pararubulavirus,Pararubulavirus,Paramyxoviridae,15480,Uganda
EU735535,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9057,Brazil
AF503396,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8957,China
MF693137,Pegivirus H,Pegivirus,Flaviviridae,9496,China
EU448295,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9680,France
EU833890,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3248,Canada
EU110089,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9028,Kenya
KM233057,Zaire ebolavirus,Ebolavirus,Filoviridae,18954,Sierra Leone
KM233051,Zaire ebolavirus,Ebolavirus,Filoviridae,18951,Sierra Leone
EU110088,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8951,Kenya
KM233063,Zaire ebolavirus,Ebolavirus,Filoviridae,18955,Sierra Leone
EU110096,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8963,Kenya
EU110095,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8943,Kenya
AY331289,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8775,USA
AY322185,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9082,Kenya
AY322187,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9100,Kenya
AY228556,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9748,South Africa
MH171475,Rotavirus A,Rotavirus,Reoviridae,664,Spain
AY331282,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8796,USA
AY322189,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9087,Kenya
AY322191,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9086,Kenya
JN040761,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,Iran
JN040814,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,Iran
KJ627431,Human metapneumovirus,Metapneumovirus,Pneumoviridae,13225,Peru
JN040809,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,Iran
KF371883,Rotavirus A,Rotavirus,Reoviridae,664,China
KF371884,Rotavirus A,Rotavirus,Reoviridae,3302,China
KF371853,Rotavirus A,Rotavirus,Reoviridae,2591,China
KF371997,Rotavirus A,Rotavirus,Reoviridae,1062,China
KF371838,Rotavirus A,Rotavirus,Reoviridae,750,China
KF371982,Rotavirus A,Rotavirus,Reoviridae,2735,China
KF371983,Rotavirus A,Rotavirus,Reoviridae,2591,China
KF371840,Rotavirus A,Rotavirus,Reoviridae,3302,China
KF371977,Rotavirus A,Rotavirus,Reoviridae,1059,China
KF371970,Rotavirus A,Rotavirus,Reoviridae,3302,China
KF371829,Rotavirus A,Rotavirus,Reoviridae,3302,China
MG711728,Hepatitis delta virus,Deltavirus,,1678,Cameroon
KF371814,Rotavirus A,Rotavirus,Reoviridae,1059,China
KF371967,Rotavirus A,Rotavirus,Reoviridae,1074,China
KF371793,Rotavirus A,Rotavirus,Reoviridae,1074,China
KF371780,Rotavirus A,Rotavirus,Reoviridae,1559,China
KF371951,Rotavirus A,Rotavirus,Reoviridae,2359,China
KF371955,Rotavirus A,Rotavirus,Reoviridae,1059,China
KF371928,Rotavirus A,Rotavirus,Reoviridae,2591,China
KF371771,Rotavirus A,Rotavirus,Reoviridae,1074,China
KF371925,Rotavirus A,Rotavirus,Reoviridae,664,China
KF371773,Rotavirus A,Rotavirus,Reoviridae,664,China
KJ627412,Human metapneumovirus,Metapneumovirus,Pneumoviridae,13240,Peru
KJ627408,Human metapneumovirus,Metapneumovirus,Pneumoviridae,13143,Peru
KJ627409,Human metapneumovirus,Metapneumovirus,Pneumoviridae,13256,Peru
KJ627398,Human metapneumovirus,Metapneumovirus,Pneumoviridae,13267,Peru
KJ627399,Human metapneumovirus,Metapneumovirus,Pneumoviridae,13262,Peru
KJ627400,Human metapneumovirus,Metapneumovirus,Pneumoviridae,13210,Peru
KJ627401,Human metapneumovirus,Metapneumovirus,Pneumoviridae,13222,Peru
KJ627382,Human metapneumovirus,Metapneumovirus,Pneumoviridae,13119,Peru
KJ627385,Human metapneumovirus,Metapneumovirus,Pneumoviridae,13259,Peru
KF372019,Rotavirus A,Rotavirus,Reoviridae,1062,China
KF371850,Rotavirus A,Rotavirus,Reoviridae,664,China
KF371854,Rotavirus A,Rotavirus,Reoviridae,2359,China
KF371819,Rotavirus A,Rotavirus,Reoviridae,2729,China
KF371965,Rotavirus A,Rotavirus,Reoviridae,1559,China
KF371781,Rotavirus A,Rotavirus,Reoviridae,1059,China
KF371939,Rotavirus A,Rotavirus,Reoviridae,2591,China
KF371782,Rotavirus A,Rotavirus,Reoviridae,1074,China
KF371930,Rotavirus A,Rotavirus,Reoviridae,1356,China
KF371919,Rotavirus A,Rotavirus,Reoviridae,1356,China
KF371914,Rotavirus A,Rotavirus,Reoviridae,664,China
KF371903,Rotavirus A,Rotavirus,Reoviridae,750,China
KF371904,Rotavirus A,Rotavirus,Reoviridae,664,China
KF371906,Rotavirus A,Rotavirus,Reoviridae,2729,China
AF413987,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9740,Ukraine
KC292312,SFTS phlebovirus,Phlebovirus,Phenuiviridae,3378,China
KC292303,SFTS phlebovirus,Phlebovirus,Phenuiviridae,3378,China
KC292304,SFTS phlebovirus,Phlebovirus,Phenuiviridae,3378,China
JN688703,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Argentina
AF332867,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9108,Argentina
KY881782,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
JX661493,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
JX661485,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
JX661477,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
JX661478,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
JX661497,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
JX661487,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
MH675891,Human papillomavirus,,Papillomaviridae,7301,USA
DQ358808,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8956,Brazil
DQ358800,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8954,Brazil
MH171313,Rotavirus A,Rotavirus,Reoviridae,3267,Spain
KJ942956,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2192,Chile
DQ400856,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9224,Russia
DQ396386,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9100,South Africa
DQ396374,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9053,South Africa
DQ396376,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8991,South Africa
DQ164123,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9075,South Africa
DQ164124,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9034,South Africa
KT285484,Enterovirus D,Enterovirus,Picornaviridae,7334,China
KT285485,Enterovirus D,Enterovirus,Picornaviridae,7333,China
KT308159,Chikungunya virus,Alphavirus,Togaviridae,11631,Philippines
JN040787,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3149,Iran
DQ380177,Rift Valley fever phlebovirus,Phlebovirus,Phenuiviridae,1690,Mauritania
DQ380175,Rift Valley fever phlebovirus,Phlebovirus,Phenuiviridae,1691,South Africa
KT340063,Human mastadenovirus D,Mastadenovirus,Adenoviridae,34948,USA
KF922412,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3221,South Africa
KP308430,Enterovirus A,Enterovirus,Picornaviridae,7361,Cambodia
GU815649,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Taiwan
GU815586,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Taiwan
GU815549,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Taiwan
GU815775,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Taiwan
GU815747,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Taiwan
KJ843181,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Argentina
KF640637,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15277,United Kingdom
KP638556,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2341,Viet Nam
KP009578,Enterovirus A,Enterovirus,Picornaviridae,7351,China
KP009574,Enterovirus A,Enterovirus,Picornaviridae,7351,China
KP009575,Enterovirus A,Enterovirus,Picornaviridae,7351,China
KP638561,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2311,Viet Nam
KP009579,Enterovirus A,Enterovirus,Picornaviridae,7351,China
FJ639721,Dengue virus,Flavivirus,Flaviviridae,10648,Cambodia
KP638549,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,862,China
KP638538,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1027,Viet Nam
FJ639730,Dengue virus,Flavivirus,Flaviviridae,10648,Cambodia
KP638539,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1027,Viet Nam
KT366502,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,India
KJ723469,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15113,USA
KJ723482,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15121,USA
KJ942905,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1434,Chile
KJ943004,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2176,Chile
KJ686307,Enterovirus A,Enterovirus,Picornaviridae,7360,Viet Nam
KJ943030,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,860,Chile
KT366501,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,India
KM272334,Norwalk virus,Norovirus,Caliciviridae,7558,South Korea
KP341010,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Viet Nam
FJ639695,Dengue virus,Flavivirus,Flaviviridae,10636,Cambodia
KP638499,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2324,Viet Nam
KP638527,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1562,Viet Nam
KP341008,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,China
KJ843189,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Argentina
KF268121,Human mastadenovirus B,Mastadenovirus,Adenoviridae,34782,USA
KJ786934,West Nile virus,Flavivirus,Flaviviridae,11026,USA
KX655641,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15232,Jordan
KF268120,Human mastadenovirus B,Mastadenovirus,Adenoviridae,35259,USA
JX195083,Rotavirus A,Rotavirus,Reoviridae,750,Italy
JX286525,Dengue virus,Flavivirus,Flaviviridae,10596,Brazil
JX286526,Dengue virus,Flavivirus,Flaviviridae,10630,Brazil
GU815692,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Taiwan
KP317927,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15233,Kenya
JX678880,Enterovirus A,Enterovirus,Picornaviridae,7404,China
KP317934,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15233,Kenya
KP317928,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15237,Kenya
KM245527,Guaroa orthobunyavirus,Orthobunyavirus,Peribunyaviridae,6824,Peru
KM245532,Guaroa orthobunyavirus,Orthobunyavirus,Peribunyaviridae,4461,Peru
KM245552,Guaroa orthobunyavirus,Orthobunyavirus,Peribunyaviridae,954,Peru
KM245529,Guaroa orthobunyavirus,Orthobunyavirus,Peribunyaviridae,4461,Bolivia
LC064377,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Viet Nam
EU660231,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3077,Taiwan
JQ272887,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3248,Argentina
JQ272888,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Argentina
JQ272886,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3248,Argentina
AB775201,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3221,Japan
KM655816,Human polyomavirus 8,Alphapolyomavirus,Polyomaviridae,5232,Australia
JX195078,Rotavirus A,Rotavirus,Reoviridae,1356,Italy
KC880382,Enterovirus C,Enterovirus,Picornaviridae,7442,Russia
KM245526,Guaroa orthobunyavirus,Orthobunyavirus,Peribunyaviridae,4461,Peru
KM245523,Guaroa orthobunyavirus,Orthobunyavirus,Peribunyaviridae,4486,Brazil
KM245548,Guaroa orthobunyavirus,Orthobunyavirus,Peribunyaviridae,6824,Peru
KM245537,Guaroa orthobunyavirus,Orthobunyavirus,Peribunyaviridae,954,Bolivia
KM245553,Guaroa orthobunyavirus,Orthobunyavirus,Peribunyaviridae,4461,Peru
KP745665,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,235910,Belgium
KP745681,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,235100,Belgium
KP745637,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,235865,Belgium
KF268335,Human mastadenovirus D,Mastadenovirus,Adenoviridae,34553,Germany
KP745634,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,235205,Belgium
KP745697,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,236066,Belgium
KP745651,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,235836,Belgium
JX286518,Dengue virus,Flavivirus,Flaviviridae,10544,Brazil
KP745693,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,235508,Belgium
KP745642,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,235030,Czech Republic
KP745707,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,235015,Belgium
KP745655,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,236597,Belgium
KP188546,Dengue virus,Flavivirus,Flaviviridae,10663,Brazil
KM275777,Sandfly fever Naples phlebovirus,Phlebovirus,Phenuiviridae,1819,Italy
KM275770,Sandfly fever Naples phlebovirus,Phlebovirus,Phenuiviridae,1819,Italy
AF286223,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8990,India
KP455652,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,2809,Mexico
KP099941,Enterovirus B,Enterovirus,Picornaviridae,7428,China
KJ883343,West Nile virus,Flavivirus,Flaviviridae,11002,Greece
KP745698,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,235272,Belgium
KF429789,Norwalk virus,Norovirus,Caliciviridae,7623,USA
KP745705,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,235775,Belgium
KP745644,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,236028,Belgium
KP745654,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,235446,Belgium
KP745645,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,236032,Belgium
GU595153,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9297,Italy
GU595154,Human immunodeficiency virus 1,Lentivirus,Retroviridae,8907,Italy
GU595155,Human immunodeficiency virus 1,Lentivirus,Retroviridae,9180,Italy
KX765909,Human orthopneumovirus,Orthopneumovirus,Pneumoviridae,15172,New Zealand
KP151567,Cyclovirus NI-204,Cyclovirus,Circoviridae,1710,Nicaragua
KP969035,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,2274,China
KC620386,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,1777,Germany
KJ737429,Dengue virus,Flavivirus,Flaviviridae,10707,Thailand
KJ737430,Dengue virus,Flavivirus,Flaviviridae,10707,Thailand
KP266570,Enterovirus B,Enterovirus,Picornaviridae,7426,China
KP266571,Enterovirus B,Enterovirus,Picornaviridae,7333,China
KM190939,Human rubulavirus 2,Rubulavirus,Paramyxoviridae,15638,Thailand
KP188550,Dengue virus,Flavivirus,Flaviviridae,10708,Brazil
KP188544,Dengue virus,Flavivirus,Flaviviridae,10917,Brazil
KP745663,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,236345,Belgium
KP745720,Human betaherpesvirus 5,Cytomegalovirus,Herpesviridae,235905,Belgium
MH171315,Rotavirus A,Rotavirus,Reoviridae,3302,Spain
KM593802,SEN virus,,Anelloviridae,3840,France
KX136919,Mumps rubulavirus,Rubulavirus,Paramyxoviridae,316,Netherlands
KR867676,Zaire ebolavirus,Ebolavirus,Filoviridae,18956,Zaire
JN635408,Measles morbillivirus,Morbillivirus,Paramyxoviridae,15894,USA
KR063674,Marburg marburgvirus,Marburgvirus,Filoviridae,19113,Angola
KP976413,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,2259,China
KP976414,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,2313,China
KP976415,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1683,China
KP976416,Influenza B virus,Betainfluenzavirus,Orthomyxoviridae,1408,China
KR259355,Enterovirus C,Enterovirus,Picornaviridae,7436,India
KX357622,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3182,Ethiopia
KP274928,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3221,Belgium
KP274925,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3221,Belgium
KR184663,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3207,South Korea
KF687312,Human respirovirus 1,Respirovirus,Paramyxoviridae,15390,France
KR184661,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3207,South Korea
KT364720,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3227,Myanmar
KT364721,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Myanmar
KT364719,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3227,Myanmar
KT995602,Enterovirus D,Enterovirus,Picornaviridae,7292,USA
DQ005108,Rotavirus A,Rotavirus,Reoviridae,1566,Democratic Republic of the Congo
DQ005109,Rotavirus A,Rotavirus,Reoviridae,1062,Democratic Republic of the Congo
LC036263,Hepatitis B virus,Orthohepadnavirus,Hepadnaviridae,3215,Japan
KJ596670,Dengue virus,Flavivirus,Flaviviridae,10649,Brazil
